147.81, 0.02
147.79, 0.04
147.75, 0.08
147.67, 0.16
147.51, 0.32
147.19, 0.64
147.83, 0.02
147.81, 0.04
147.77, 0.08
147.85, 0.02
147.87, 0.02
147.89, 0.02
147.91, 0.02
147.89, 0.04
147.93, 0.02
147.95, 0.02
147.97, 0.02
147.99, 0.02
147.97, 0.04
147.93, 0.08
148.01, 0.02
147.99, 0.04
148.03, 0.02
148.01, 0.04
147.97, 0.08
147.89, 0.16
148.05, 0.02
148.07, 0.02
148.05, 0.04
148.09, 0.02
148.11, 0.02
148.13, 0.02
148.11, 0.04
148.15, 0.02
148.17, 0.02
148.19, 0.02
148.17, 0.02
148.19, 0.02
148.17, 0.04
148.13, 0.08
148.05, 0.16
147.89, 0.32
148.21, 0.02
148.23, 0.02
148.21, 0.04
148.25, 0.02
148.27, 0.02
148.29, 0.02
148.27, 0.04
148.23, 0.08
148.15, 0.16
148.31, 0.02
148.33, 0.02
148.31, 0.04
148.35, 0.02
148.37, 0.02
148.39, 0.02
148.37, 0.04
148.33, 0.08
148.41, 0.02
148.39, 0.04
148.43, 0.02
148.41, 0.04
148.45, 0.02
148.43, 0.04
148.47, 0.02
148.45, 0.04
148.49, 0.02
148.51, 0.02
148.49, 0.04
148.45, 0.08
148.37, 0.16
148.21, 0.32
147.89, 0.64
147.25, 1.28
148.53, 0.02
148.51, 0.04
148.47, 0.08
148.55, 0.02
148.57, 0.02
148.55, 0.04
148.51, 0.08
148.59, 0.02
148.61, 0.02
148.63, 0.02
148.65, 0.02
148.67, 0.02
148.65, 0.04
148.69, 0.02
148.71, 0.02
148.69, 0.04
148.73, 0.02
148.71, 0.04
148.75, 0.02
148.77, 0.02
148.75, 0.04
148.79, 0.02
148.77, 0.04
148.81, 0.02
148.79, 0.04
148.75, 0.08
148.83, 0.02
148.81, 0.04
148.85, 0.02
148.83, 0.04
148.87, 0.02
148.89, 0.02
148.91, 0.02
148.93, 0.02
148.95, 0.02
148.93, 0.04
148.97, 0.02
148.95, 0.04
148.91, 0.08
148.83, 0.16
148.99, 0.02
149.01, 0.02
149.03, 0.02
149.05, 0.02
149.03, 0.04
149.07, 0.02
149.05, 0.04
149.01, 0.08
148.93, 0.16
149.09, 0.02
149.11, 0.02
149.13, 0.02
149.15, 0.02
149.17, 0.02
149.15, 0.04
149.11, 0.08
149.03, 0.16
149.19, 0.02
149.17, 0.04
149.21, 0.02
149.19, 0.02
149.17, 0.04
149.13, 0.08
149.05, 0.16
149.21, 0.02
149.23, 0.02
149.21, 0.04
149.25, 0.02
149.27, 0.02
149.25, 0.04
149.21, 0.08
149.13, 0.16
149.29, 0.02
149.31, 0.02
149.33, 0.02
149.35, 0.02
149.33, 0.04
149.29, 0.08
149.21, 0.16
149.05, 0.32
148.73, 0.64
148.09, 1.28
149.37, 0.02
149.39, 0.02
149.41, 0.02
149.43, 0.02
149.45, 0.02
149.43, 0.04
149.47, 0.02
149.49, 0.02
149.47, 0.04
149.43, 0.08
149.51, 0.02
149.49, 0.04
149.45, 0.08
149.53, 0.02
149.55, 0.02
149.53, 0.04
149.49, 0.08
149.41, 0.16
149.57, 0.02
149.59, 0.02
149.61, 0.02
149.59, 0.04
149.63, 0.02
149.65, 0.02
149.63, 0.04
149.59, 0.08
149.51, 0.16
149.35, 0.32
149.67, 0.02
149.69, 0.02
149.67, 0.04
149.71, 0.02
149.69, 0.04
149.73, 0.02
149.71, 0.04
149.67, 0.08
149.59, 0.16
149.75, 0.02
149.73, 0.04
149.69, 0.08
149.61, 0.16
149.77, 0.02
149.75, 0.04
149.79, 0.02
149.77, 0.04
149.73, 0.08
149.81, 0.02
149.79, 0.04
149.75, 0.08
149.67, 0.16
149.83, 0.02
149.81, 0.04
149.77, 0.08
149.85, 0.02
149.83, 0.04
149.87, 0.02
149.89, 0.02
149.87, 0.04
149.91, 0.02
149.89, 0.04
149.93, 0.02
149.91, 0.04
149.87, 0.08
149.95, 0.02
149.93, 0.04
149.89, 0.08
149.97, 0.02
149.99, 0.02
149.97, 0.04
149.93, 0.08
149.85, 0.16
150.01, 0.02
150.03, 0.02
150.01, 0.04
149.97, 0.08
149.89, 0.16
149.73, 0.32
150.05, 0.02
150.03, 0.04
150.07, 0.02
150.09, 0.02
150.11, 0.02
150.13, 0.02
150.15, 0.02
150.17, 0.02
150.19, 0.02
150.17, 0.04
150.13, 0.08
150.05, 0.16
150.21, 0.02
150.23, 0.02
150.25, 0.02
150.23, 0.04
150.27, 0.02
150.29, 0.02
150.27, 0.04
150.23, 0.08
150.15, 0.16
150.31, 0.02
150.33, 0.02
150.31, 0.04
150.35, 0.02
150.33, 0.04
150.37, 0.02
150.39, 0.02
150.41, 0.02
150.43, 0.02
150.45, 0.02
150.47, 0.02
150.49, 0.02
150.51, 0.02
150.49, 0.04
150.53, 0.02
150.51, 0.04
150.47, 0.08
150.39, 0.16
150.55, 0.02
150.53, 0.04
150.49, 0.08
150.41, 0.16
150.57, 0.02
150.55, 0.04
150.59, 0.02
150.57, 0.04
150.53, 0.08
150.45, 0.16
150.29, 0.32
150.61, 0.02
150.59, 0.04
150.63, 0.02
150.61, 0.04
150.57, 0.08
150.49, 0.16
150.33, 0.32
150.01, 0.64
150.65, 0.02
150.63, 0.04
150.59, 0.08
150.51, 0.16
150.67, 0.02
150.65, 0.04
150.61, 0.08
150.53, 0.16
150.37, 0.32
150.69, 0.02
150.71, 0.02
150.69, 0.04
150.65, 0.08
150.73, 0.02
150.75, 0.02
150.77, 0.02
150.79, 0.02
150.81, 0.02
150.79, 0.04
150.75, 0.08
150.83, 0.02
150.85, 0.02
150.83, 0.04
150.79, 0.08
150.87, 0.02
150.85, 0.04
150.81, 0.08
150.73, 0.16
150.57, 0.32
150.25, 0.64
149.61, 1.28
150.89, 0.02
150.91, 0.02
150.93, 0.02
150.91, 0.04
150.87, 0.08
150.79, 0.16
150.63, 0.32
150.31, 0.64
150.95, 0.02
150.93, 0.04
150.89, 0.08
150.97, 0.02
150.95, 0.04
150.91, 0.08
150.83, 0.16
150.99, 0.02
151.01, 0.02
151.03, 0.02
151.01, 0.04
151.05, 0.02
151.07, 0.02
151.09, 0.02
151.07, 0.04
151.11, 0.02
151.09, 0.04
151.05, 0.08
151.13, 0.02
151.15, 0.02
151.17, 0.02
151.19, 0.02
151.21, 0.02
151.23, 0.02
151.25, 0.02
151.27, 0.02
151.29, 0.02
151.31, 0.02
151.33, 0.02
151.31, 0.04
151.27, 0.08
151.35, 0.02
151.37, 0.02
151.39, 0.02
151.41, 0.02
151.43, 0.02
151.45, 0.02
151.47, 0.02
151.49, 0.02
151.51, 0.02
151.53, 0.02
151.51, 0.04
151.47, 0.08
151.39, 0.16
151.23, 0.32
150.91, 0.64
150.27, 1.28
151.55, 0.02
151.53, 0.04
151.49, 0.08
151.41, 0.16
151.25, 0.32
151.57, 0.02
151.55, 0.04
151.59, 0.02
151.57, 0.04
151.53, 0.08
151.45, 0.16
151.61, 0.02
151.63, 0.02
151.61, 0.04
151.57, 0.08
151.49, 0.16
151.33, 0.32
151.65, 0.02
151.63, 0.04
151.67, 0.02
151.65, 0.04
151.69, 0.02
151.71, 0.02
151.69, 0.04
151.65, 0.08
151.57, 0.16
151.73, 0.02
151.71, 0.04
151.67, 0.08
151.75, 0.02
151.73, 0.04
151.69, 0.08
151.77, 0.02
151.79, 0.02
151.81, 0.02
151.83, 0.02
151.85, 0.02
151.87, 0.02
151.85, 0.04
151.81, 0.08
151.73, 0.16
151.57, 0.32
151.25, 0.64
150.61, 1.28
151.89, 0.02
151.87, 0.04
151.83, 0.08
151.91, 0.02
151.89, 0.04
151.85, 0.08
151.93, 0.02
151.95, 0.02
151.97, 0.02
151.99, 0.02
151.97, 0.04
151.93, 0.08
151.85, 0.16
151.69, 0.32
151.37, 0.64
152.01, 0.02
152.03, 0.02
152.01, 0.04
151.97, 0.08
151.89, 0.16
152.05, 0.02
152.03, 0.04
151.99, 0.08
152.07, 0.02
152.05, 0.04
152.01, 0.08
152.09, 0.02
152.07, 0.04
152.11, 0.02
152.13, 0.02
152.15, 0.02
152.17, 0.02
152.15, 0.04
152.11, 0.08
152.03, 0.16
151.87, 0.32
151.55, 0.64
152.19, 0.02
152.21, 0.02
152.19, 0.04
152.23, 0.02
152.25, 0.02
152.27, 0.02
152.25, 0.04
152.29, 0.02
152.27, 0.04
152.31, 0.02
152.29, 0.04
152.25, 0.08
152.17, 0.16
152.33, 0.02
152.35, 0.02
152.37, 0.02
152.39, 0.02
152.37, 0.04
152.33, 0.08
152.25, 0.16
152.41, 0.02
152.43, 0.02
152.45, 0.02
152.43, 0.04
152.39, 0.08
152.31, 0.16
152.15, 0.32
152.47, 0.02
152.45, 0.04
152.49, 0.02
152.47, 0.04
152.43, 0.08
152.35, 0.16
152.19, 0.32
151.87, 0.64
152.51, 0.02
152.49, 0.04
152.45, 0.08
152.37, 0.16
152.53, 0.02
152.51, 0.04
152.47, 0.08
152.55, 0.02
152.57, 0.02
152.59, 0.02
152.57, 0.04
152.61, 0.02
152.59, 0.04
152.63, 0.02
152.61, 0.04
152.65, 0.02
152.67, 0.02
152.65, 0.04
152.61, 0.08
152.69, 0.02
152.67, 0.04
152.63, 0.08
152.55, 0.16
152.39, 0.32
152.07, 0.64
152.71, 0.02
152.73, 0.02
152.71, 0.04
152.75, 0.02
152.77, 0.02
152.79, 0.02
152.81, 0.02
152.79, 0.04
152.75, 0.08
152.67, 0.16
152.83, 0.02
152.85, 0.02
152.87, 0.02
152.89, 0.02
152.87, 0.04
152.91, 0.02
152.89, 0.04
152.85, 0.08
152.93, 0.02
152.91, 0.04
152.95, 0.02
152.93, 0.04
152.97, 0.02
152.99, 0.02
153.01, 0.02
153.03, 0.02
153.05, 0.02
153.07, 0.02
153.05, 0.04
153.01, 0.08
152.93, 0.16
152.77, 0.32
153.09, 0.02
153.11, 0.02
153.13, 0.02
153.11, 0.04
153.07, 0.08
153.15, 0.02
153.17, 0.02
153.15, 0.04
153.19, 0.02
153.21, 0.02
153.23, 0.02
153.25, 0.02
153.23, 0.04
153.19, 0.08
153.11, 0.16
153.27, 0.02
153.29, 0.02
153.27, 0.04
153.23, 0.08
153.15, 0.16
152.99, 0.32
152.67, 0.64
152.03, 1.28
153.31, 0.02
153.33, 0.02
153.35, 0.02
153.37, 0.02
153.35, 0.04
153.31, 0.08
153.23, 0.16
153.39, 0.02
153.37, 0.04
153.33, 0.08
153.25, 0.16
153.09, 0.32
152.77, 0.64
152.13, 1.28
150.85, 2.56
153.41, 0.02
153.39, 0.04
153.43, 0.02
153.41, 0.04
153.37, 0.08
153.29, 0.16
153.13, 0.32
153.45, 0.02
153.43, 0.04
153.39, 0.08
153.47, 0.02
153.45, 0.04
153.41, 0.08
153.49, 0.02
153.51, 0.02
153.53, 0.02
153.51, 0.04
153.55, 0.02
153.57, 0.02
153.55, 0.04
153.59, 0.02
153.61, 0.02
153.59, 0.04
153.63, 0.02
153.61, 0.04
153.65, 0.02
153.67, 0.02
153.69, 0.02
153.67, 0.04
153.63, 0.08
153.71, 0.02
153.69, 0.04
153.73, 0.02
153.71, 0.04
153.75, 0.02
153.73, 0.04
153.69, 0.08
153.61, 0.16
153.45, 0.32
153.77, 0.02
153.79, 0.02
153.77, 0.04
153.73, 0.08
153.81, 0.02
153.83, 0.02
153.85, 0.02
153.83, 0.04
153.79, 0.08
153.71, 0.16
153.55, 0.32
153.23, 0.64
153.87, 0.02
153.85, 0.04
153.89, 0.02
153.87, 0.04
153.83, 0.08
153.91, 0.02
153.93, 0.02
153.91, 0.04
153.87, 0.08
153.79, 0.16
153.63, 0.32
153.95, 0.02
153.97, 0.02
153.95, 0.04
153.99, 0.02
153.97, 0.04
154.01, 0.02
154.03, 0.02
154.05, 0.02
154.07, 0.02
154.09, 0.02
154.11, 0.02
154.09, 0.04
154.13, 0.02
154.15, 0.02
154.13, 0.04
154.09, 0.08
154.17, 0.02
154.15, 0.04
154.11, 0.08
154.03, 0.16
154.19, 0.02
154.17, 0.04
154.13, 0.08
154.21, 0.02
154.23, 0.02
154.21, 0.04
154.25, 0.02
154.23, 0.04
154.27, 0.02
154.29, 0.02
154.27, 0.04
154.23, 0.08
154.31, 0.02
154.33, 0.02
154.31, 0.04
154.27, 0.08
154.35, 0.02
154.37, 0.02
154.39, 0.02
154.37, 0.04
154.33, 0.08
154.25, 0.16
154.09, 0.32
153.77, 0.64
154.41, 0.02
154.43, 0.02
154.45, 0.02
154.47, 0.02
154.49, 0.02
154.51, 0.02
154.53, 0.02
154.51, 0.04
154.47, 0.08
154.55, 0.02
154.53, 0.04
154.57, 0.02
154.59, 0.02
154.57, 0.04
154.61, 0.02
154.59, 0.04
154.55, 0.08
154.63, 0.02
154.65, 0.02
154.63, 0.04
154.67, 0.02
154.69, 0.02
154.67, 0.04
154.63, 0.08
154.71, 0.02
154.69, 0.04
154.73, 0.02
154.75, 0.02
154.73, 0.04
154.69, 0.08
154.77, 0.02
154.75, 0.04
154.79, 0.02
154.77, 0.04
154.81, 0.02
154.83, 0.02
154.81, 0.04
154.77, 0.08
154.69, 0.16
154.85, 0.02
154.83, 0.04
154.79, 0.08
154.87, 0.02
154.85, 0.04
154.81, 0.08
154.73, 0.16
154.57, 0.32
154.25, 0.64
153.61, 1.28
152.33, 2.56
149.77, 5.12
154.89, 0.02
154.91, 0.02
154.89, 0.04
154.93, 0.02
154.95, 0.02
154.93, 0.04
154.89, 0.08
154.97, 0.02
154.99, 0.02
155.01, 0.02
154.99, 0.04
155.03, 0.02
155.05, 0.02
155.03, 0.04
154.99, 0.08
155.07, 0.02
155.09, 0.02
155.11, 0.02
155.09, 0.04
155.05, 0.08
155.13, 0.02
155.15, 0.02
155.17, 0.02
155.15, 0.04
155.19, 0.02
155.17, 0.04
155.13, 0.08
155.05, 0.16
155.21, 0.02
155.23, 0.02
155.25, 0.02
155.23, 0.04
155.27, 0.02
155.25, 0.04
155.21, 0.08
155.13, 0.16
155.29, 0.02
155.31, 0.02
155.33, 0.02
155.31, 0.04
155.35, 0.02
155.37, 0.02
155.39, 0.02
155.41, 0.02
155.39, 0.04
155.35, 0.08
155.43, 0.02
155.45, 0.02
155.47, 0.02
155.45, 0.04
155.49, 0.02
155.47, 0.04
155.43, 0.08
155.51, 0.02
155.53, 0.02
155.51, 0.04
155.55, 0.02
155.57, 0.02
155.59, 0.02
155.57, 0.04
155.61, 0.02
155.59, 0.04
155.63, 0.02
155.65, 0.02
155.67, 0.02
155.65, 0.04
155.69, 0.02
155.71, 0.02
155.69, 0.04
155.73, 0.02
155.75, 0.02
155.73, 0.02
155.71, 0.04
155.75, 0.02
155.77, 0.02
155.75, 0.04
155.71, 0.08
155.63, 0.16
155.47, 0.32
155.79, 0.02
155.77, 0.04
155.73, 0.08
155.65, 0.16
155.49, 0.32
155.17, 0.64
154.53, 1.28
153.25, 2.56
150.69, 5.12
145.57, 10.24
155.81, 0.02
155.83, 0.02
155.81, 0.04
155.77, 0.08
155.85, 0.02
155.83, 0.04
155.79, 0.08
155.71, 0.16
155.55, 0.32
155.23, 0.64
154.59, 1.28
155.87, 0.02
155.85, 0.04
155.81, 0.08
155.89, 0.02
155.91, 0.02
155.93, 0.02
155.91, 0.04
155.95, 0.02
155.93, 0.04
155.97, 0.02
155.95, 0.04
155.99, 0.02
156.01, 0.02
155.99, 0.04
156.03, 0.02
156.01, 0.04
156.05, 0.02
156.07, 0.02
156.05, 0.04
156.01, 0.08
155.93, 0.16
156.09, 0.02
156.09, 0.02
156.07, 0.04
156.03, 0.08
155.95, 0.16
155.79, 0.32
156.11, 0.02
156.13, 0.02
156.11, 0.04
156.07, 0.08
155.99, 0.16
155.83, 0.32
156.15, 0.02
156.17, 0.02
156.15, 0.04
156.11, 0.08
156.03, 0.16
156.19, 0.02
156.17, 0.04
156.21, 0.02
156.19, 0.04
156.15, 0.08
156.07, 0.16
156.23, 0.02
156.21, 0.04
156.25, 0.02
156.27, 0.02
156.29, 0.02
156.27, 0.04
156.31, 0.02
156.29, 0.04
156.33, 0.02
156.31, 0.04
156.35, 0.02
156.37, 0.02
156.35, 0.04
156.31, 0.08
156.23, 0.16
156.07, 0.32
155.75, 0.64
155.11, 1.28
153.83, 2.56
151.27, 5.12
146.15, 10.24
135.91, 20.48
115.43, 40.96
74.47, 81.92
74.47, 0.01
74.48, 0.01
74.49, 0.01
74.5, 0.01
74.51, 0.01
74.52, 0.01
74.53, 0.01
74.52, 0.02
74.5, 0.04
74.46, 0.08
74.54, 0.01
74.53, 0.02
74.55, 0.01
74.56, 0.01
74.57, 0.01
74.56, 0.02
74.54, 0.04
74.58, 0.01
74.59, 0.01
74.6, 0.01
74.61, 0.01
74.62, 0.01
74.61, 0.02
74.63, 0.01
74.64, 0.01
74.65, 0.01
74.66, 0.01
74.65, 0.02
74.67, 0.01
74.66, 0.02
74.64, 0.04
74.6, 0.08
74.52, 0.16
74.36, 0.32
74.68, 0.01
74.69, 0.01
74.68, 0.02
74.66, 0.04
74.62, 0.08
74.54, 0.16
74.38, 0.32
74.06, 0.64
74.7, 0.01
74.71, 0.01
74.7, 0.02
74.72, 0.01
74.71, 0.02
74.73, 0.01
74.72, 0.02
74.7, 0.04
74.66, 0.08
74.74, 0.01
74.75, 0.01
74.74, 0.02
74.76, 0.01
74.75, 0.02
74.73, 0.04
74.69, 0.08
74.61, 0.16
74.45, 0.32
74.13, 0.64
74.77, 0.01
74.78, 0.01
74.77, 0.02
74.75, 0.04
74.79, 0.01
74.8, 0.01
74.79, 0.02
74.77, 0.04
74.73, 0.08
74.65, 0.16
74.49, 0.32
74.17, 0.64
73.53, 1.28
74.81, 0.01
74.82, 0.01
74.83, 0.01
74.82, 0.02
74.84, 0.01
74.83, 0.02
74.85, 0.01
74.84, 0.02
74.82, 0.04
74.86, 0.01
74.85, 0.02
74.87, 0.01
74.86, 0.02
74.84, 0.04
74.8, 0.08
74.88, 0.01
74.89, 0.01
74.9, 0.01
74.89, 0.02
74.87, 0.04
74.83, 0.08
74.75, 0.16
74.91, 0.01
74.92, 0.01
74.91, 0.02
74.89, 0.04
74.93, 0.01
74.94, 0.01
74.93, 0.02
74.95, 0.01
74.96, 0.01
74.97, 0.01
74.98, 0.01
74.97, 0.02
74.95, 0.04
74.91, 0.08
74.83, 0.16
74.99, 0.01
75, 0.01
74.99, 0.02
75.01, 0.01
75.02, 0.01
75.03, 0.01
75.02, 0.02
75, 0.04
74.96, 0.08
75.04, 0.01
75.05, 0.01
75.06, 0.01
75.05, 0.02
75.03, 0.04
74.99, 0.08
74.91, 0.16
75.07, 0.01
75.06, 0.01
75.05, 0.02
75.03, 0.04
75.07, 0.01
75.06, 0.02
75.04, 0.04
75, 0.08
74.92, 0.16
74.76, 0.32
74.44, 0.64
73.8, 1.28
72.52, 2.56
69.96, 5.12
75.08, 0.01
75.09, 0.01
75.1, 0.01
75.09, 0.02
75.07, 0.04
75.11, 0.01
75.1, 0.02
75.08, 0.04
75.04, 0.08
74.96, 0.16
74.8, 0.32
74.48, 0.64
73.84, 1.28
72.56, 2.56
70, 5.12
75.12, 0.01
75.13, 0.01
75.14, 0.01
75.15, 0.01
75.16, 0.01
75.15, 0.02
75.17, 0.01
75.16, 0.02
75.18, 0.01
75.19, 0.01
75.2, 0.01
75.21, 0.01
75.2, 0.02
75.18, 0.04
75.22, 0.01
75.23, 0.01
75.22, 0.02
75.24, 0.01
75.23, 0.02
75.21, 0.04
75.25, 0.01
75.24, 0.02
75.22, 0.04
75.26, 0.01
75.25, 0.02
75.23, 0.04
75.27, 0.01
75.26, 0.02
75.24, 0.04
75.28, 0.01
75.27, 0.02
75.29, 0.01
75.3, 0.01
75.31, 0.01
75.32, 0.01
75.33, 0.01
75.34, 0.01
75.33, 0.02
75.31, 0.04
75.35, 0.01
75.34, 0.02
75.36, 0.01
75.35, 0.02
75.33, 0.04
75.29, 0.08
75.37, 0.01
75.38, 0.01
75.37, 0.02
75.39, 0.01
75.38, 0.02
75.4, 0.01
75.39, 0.02
75.41, 0.01
75.4, 0.02
75.42, 0.01
75.43, 0.01
75.44, 0.01
75.45, 0.01
75.46, 0.01
75.47, 0.01
75.48, 0.01
75.49, 0.01
75.48, 0.02
75.5, 0.01
75.49, 0.02
75.51, 0.01
75.5, 0.02
75.52, 0.01
75.51, 0.02
75.49, 0.04
75.53, 0.01
75.52, 0.02
75.5, 0.04
75.46, 0.08
75.54, 0.01
75.55, 0.01
75.54, 0.02
75.56, 0.01
75.57, 0.01
75.56, 0.02
75.54, 0.04
75.5, 0.08
75.42, 0.16
75.26, 0.32
74.94, 0.64
75.58, 0.01
75.59, 0.01
75.6, 0.01
75.59, 0.02
75.57, 0.04
75.53, 0.08
75.45, 0.16
75.61, 0.01
75.62, 0.01
75.61, 0.02
75.63, 0.01
75.62, 0.02
75.6, 0.04
75.64, 0.01
75.63, 0.02
75.61, 0.04
75.57, 0.08
75.65, 0.01
75.64, 0.02
75.62, 0.04
75.66, 0.01
75.67, 0.01
75.66, 0.02
75.68, 0.01
75.67, 0.02
75.69, 0.01
75.7, 0.01
75.71, 0.01
75.72, 0.01
75.73, 0.01
75.72, 0.02
75.74, 0.01
75.75, 0.01
75.76, 0.01
75.75, 0.02
75.73, 0.04
75.69, 0.08
75.77, 0.01
75.76, 0.02
75.74, 0.04
75.78, 0.01
75.77, 0.02
75.79, 0.01
75.8, 0.01
75.81, 0.01
75.8, 0.02
75.82, 0.01
75.81, 0.02
75.83, 0.01
75.82, 0.02
75.8, 0.04
75.84, 0.01
75.85, 0.01
75.86, 0.01
75.87, 0.01
75.86, 0.02
75.88, 0.01
75.89, 0.01
75.9, 0.01
75.89, 0.02
75.91, 0.01
75.9, 0.02
75.92, 0.01
75.91, 0.02
75.89, 0.04
75.85, 0.08
75.93, 0.01
75.94, 0.01
75.93, 0.02
75.95, 0.01
75.96, 0.01
75.95, 0.02
75.93, 0.04
75.89, 0.08
75.81, 0.16
75.97, 0.01
75.96, 0.02
75.98, 0.01
75.99, 0.01
75.98, 0.02
76, 0.01
76.01, 0.01
76, 0.02
76.02, 0.01
76.01, 0.02
76.03, 0.01
76.02, 0.02
76, 0.04
75.96, 0.08
76.04, 0.01
76.03, 0.02
76.01, 0.04
75.97, 0.08
76.05, 0.01
76.04, 0.02
76.02, 0.04
75.98, 0.08
76.06, 0.01
76.07, 0.01
76.06, 0.02
76.08, 0.01
76.07, 0.02
76.09, 0.01
76.08, 0.02
76.06, 0.04
76.1, 0.01
76.11, 0.01
76.1, 0.02
76.12, 0.01
76.11, 0.02
76.09, 0.04
76.13, 0.01
76.12, 0.02
76.14, 0.01
76.15, 0.01
76.14, 0.02
76.16, 0.01
76.17, 0.01
76.16, 0.02
76.14, 0.04
76.1, 0.08
76.02, 0.16
75.86, 0.32
75.54, 0.64
76.18, 0.01
76.17, 0.02
76.15, 0.04
76.19, 0.01
76.2, 0.01
76.19, 0.02
76.17, 0.04
76.13, 0.08
76.21, 0.01
76.22, 0.01
76.23, 0.01
76.24, 0.01
76.23, 0.02
76.21, 0.04
76.17, 0.08
76.09, 0.16
76.25, 0.01
76.26, 0.01
76.25, 0.02
76.27, 0.01
76.26, 0.02
76.28, 0.01
76.27, 0.02
76.29, 0.01
76.28, 0.02
76.3, 0.01
76.29, 0.02
76.31, 0.01
76.3, 0.02
76.32, 0.01
76.31, 0.02
76.33, 0.01
76.32, 0.02
76.34, 0.01
76.35, 0.01
76.36, 0.01
76.37, 0.01
76.36, 0.02
76.34, 0.04
76.3, 0.08
76.22, 0.16
76.38, 0.01
76.39, 0.01
76.4, 0.01
76.39, 0.02
76.37, 0.04
76.41, 0.01
76.4, 0.02
76.42, 0.01
76.43, 0.01
76.44, 0.01
76.45, 0.01
76.46, 0.01
76.45, 0.02
76.43, 0.04
76.39, 0.08
76.31, 0.16
76.15, 0.32
75.83, 0.64
76.47, 0.01
76.46, 0.02
76.44, 0.04
76.4, 0.08
76.32, 0.16
76.16, 0.32
76.48, 0.01
76.47, 0.02
76.45, 0.04
76.41, 0.08
76.49, 0.01
76.5, 0.01
76.49, 0.02
76.51, 0.01
76.5, 0.02
76.52, 0.01
76.51, 0.02
76.49, 0.04
76.53, 0.01
76.52, 0.02
76.5, 0.04
76.46, 0.08
76.38, 0.16
76.54, 0.01
76.55, 0.01
76.54, 0.02
76.56, 0.01
76.55, 0.02
76.53, 0.04
76.57, 0.01
76.58, 0.01
76.57, 0.02
76.55, 0.04
76.59, 0.01
76.6, 0.01
76.61, 0.01
76.6, 0.02
76.62, 0.01
76.61, 0.02
76.63, 0.01
76.62, 0.01
76.61, 0.02
76.59, 0.04
76.63, 0.01
76.62, 0.02
76.64, 0.01
76.65, 0.01
76.66, 0.01
76.65, 0.02
76.63, 0.04
76.59, 0.08
76.51, 0.16
76.67, 0.01
76.66, 0.02
76.64, 0.04
76.6, 0.08
76.68, 0.01
78.22, 0.02
78.2, 0.04
78.16, 0.08
78.08, 0.16
77.92, 0.32
77.6, 0.64
78.24, 0.01
78.23, 0.02
78.21, 0.04
78.25, 0.01
78.24, 0.02
